CONDITION,THERAPY,CODE_TYPE,CODE,CODE_DESCRIPTION
MULTIPLE_MYELOMA,prednisone,ndc,71205072914,PREDNISONE 10 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71205074124,PREDNISONE 20 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71205075507,PREDNISONE 50 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71205075521,PREDNISONE 50 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71205075560,PREDNISONE 50 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71205079710,prednisone 20 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71205079720,prednisone 20 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71335033509,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71335046404,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71335050805,Prednisone 5 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71335050806,Prednisone 5 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71335062303,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71335062308,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71335162800,
MULTIPLE_MYELOMA,prednisone,ndc,71335162803,
MULTIPLE_MYELOMA,prednisone,ndc,71335191506,Prednisone 10 mg/1 tablet [PREDNISONE]
MULTIPLE_MYELOMA,prednisone,ndc,71335205101,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71335206903,PREDNISONE 10 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71335207905,PREDNISONE 20 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,dexamethasone,ndc,71335210804,dexamethasone 4 mg/1 tablet [Dexamethasone]
MULTIPLE_MYELOMA,prednisone,ndc,71335213404,PREDNISONE 5 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71335213408,PREDNISONE 5 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71335214903,PREDNISONE 20 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71335216001,Prednisone 50 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,dexamethasone,ndc,71776003501,tobramycin / dexamethasone .5; 3 mg/mL; mg/mL suspension/ drops [Tobradex ST]
MULTIPLE_MYELOMA,dexamethasone,ndc,71872709201,"DEXAMETHASONE SODIUM PHOSPHATE 4 mg/mL injection, solution [DEXAMETHASONE SODIUM PHOSPHATE]"
MULTIPLE_MYELOMA,prednisone,ndc,72162117101,Prednisone 5 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,72162117201,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,72189027521,PREDNISONE 5 mg/1 tablet [PREDNISONE]
MULTIPLE_MYELOMA,bortezomib,ndc,72205018301,"Bortezomib 3.5 mg/3.5mL injection, powder, lyophilized, for solution [Bortezomib]"
MULTIPLE_MYELOMA,cyclophosphamide,ndc,72572008301,"cyclophosphamide 2 g/100mL injection, powder, for solution [Cyclophosphamide]"
MULTIPLE_MYELOMA,dexamethasone,ndc,72572012025,Dexamethasone Sodium Phosphate 4 mg/mL injection [Dexamethasone Sodium Phosphate]
MULTIPLE_MYELOMA,doxorubicin,ndc,72603020001,"Doxorubicin Hydrochloride 2 mg/mL injectable, liposomal [Doxorubicin Hydrochloride]"
MULTIPLE_MYELOMA,melphalan,ndc,72611077902,melphalan hydrochloride   kit [melphalan hydrochloride]
MULTIPLE_MYELOMA,prednisolone,ndc,72647033104,
MULTIPLE_MYELOMA,prednisone,ndc,75987002070,"prednisone 1 mg/1 tablet, delayed release [RAYOS]"
MULTIPLE_MYELOMA,prednisone,ndc,75987002170,"prednisone 2 mg/1 tablet, delayed release [RAYOS]"
MULTIPLE_MYELOMA,prednisone,ndc,75987002202,"prednisone 5 mg/1 tablet, delayed release [RAYOS]"
MULTIPLE_MYELOMA,lenalidomide,ndc,76282070147,lenalidomide 25 mg/1 capsule [lenalidomide]
MULTIPLE_MYELOMA,prednisolone,ndc,76420004121,Methylprednisolone 4 mg/1 tablet [Methylprednisolone]
MULTIPLE_MYELOMA,prednisone,ndc,76420006730,Prednisone 5 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisolone,ndc,76420026201,"Methylprednisolone Acetate 40 mg/mL injection, suspension [Medroloan II SUIK]"
MULTIPLE_MYELOMA,prednisolone,ndc,82094040250,"Methylprednisolone 125 mg/2mL injection, powder, lyophilized, for solution [Methylprednisolone Sodium Succinate]"
MULTIPLE_MYELOMA,prednisolone,ndc,82094040550,"Methylprednisolone 2 g/30.6mL injection, powder, lyophilized, for solution [Methylprednisolone Sodium Succinate]"
MULTIPLE_MYELOMA,prednisone,ndc,71205040305,
MULTIPLE_MYELOMA,prednisone,ndc,71205040760,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71205042140,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71205042142,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71205046007,Prednisone 50 mg/1 tablet [PREDNISONE]
MULTIPLE_MYELOMA,prednisone,ndc,71205066520,Prednisone 50 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71205074120,PREDNISONE 20 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71205075506,PREDNISONE 50 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71205075512,PREDNISONE 50 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71205075524,PREDNISONE 50 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71205075530,PREDNISONE 50 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71335033505,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71335046407,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71335046409,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71335050802,Prednisone 5 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71335050803,Prednisone 5 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71335062300,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71335062307,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71335162801,
MULTIPLE_MYELOMA,prednisone,ndc,71335173604,
MULTIPLE_MYELOMA,prednisone,ndc,71335206907,PREDNISONE 10 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71335208801,PREDNISONE 2.5 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71335208802,PREDNISONE 2.5 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,dexamethasone,ndc,71335210805,dexamethasone 4 mg/1 tablet [Dexamethasone]
MULTIPLE_MYELOMA,prednisone,ndc,71335213400,PREDNISONE 5 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71335213403,PREDNISONE 5 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,dexamethasone,ndc,71872720501,"DEXAMETHASONE SODIUM PHOSPHATE 10 mg/mL injection, solution [DEXAMETHASONE SODIUM PHOSPHATE]"
MULTIPLE_MYELOMA,dexamethasone,ndc,71879000101,"dexamethasone 517 ug/.005mL injection, suspension [Dexycu]"
MULTIPLE_MYELOMA,prednisone,ndc,72162117100,Prednisone 5 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,72162117200,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,dexamethasone,ndc,72189038330,Dexamethasone .75 mg/1 tablet [Dexamethasone]
MULTIPLE_MYELOMA,melphalan,ndc,72266012801,Melphalan hydrochloride   kit [Melphalan hydrochloride]
MULTIPLE_MYELOMA,bortezomib,ndc,72266024301,bortezomib 1 mg/1 injection [Bortezomib]
MULTIPLE_MYELOMA,bortezomib,ndc,72266024401,bortezomib 2.5 mg/1 injection [Bortezomib]
MULTIPLE_MYELOMA,cyclophosphamide,ndc,72572008501,"cyclophosphamide 1 g/50mL injection, powder, for solution [Cyclophosphamide]"
MULTIPLE_MYELOMA,doxorubicin,ndc,72603010301,"Doxorubicin Hydrochloride 2 mg/mL injectable, liposomal [Doxorubicin Hydrochloride]"
MULTIPLE_MYELOMA,lenalidomide,ndc,76282069947,lenalidomide 15 mg/1 capsule [lenalidomide]
MULTIPLE_MYELOMA,prednisone,ndc,76420006748,Prednisone 5 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisolone,ndc,80425023101,Methylprednisolone 4 mg/1 tablet [Methylprednisolone]
MULTIPLE_MYELOMA,prednisolone,ndc,80425025501,Methylprednisolone 4 mg/1 tablet [Methylprednisolone]
MULTIPLE_MYELOMA,dexamethasone,ndc,80425026001,Tobramycin and dexamethasone 1; 3 mg/mL; mg/mL suspension/ drops [Tobramycin and dexamethasone]
MULTIPLE_MYELOMA,prednisone,ndc,82982004163,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,elotuzumab,rxnorm,1726115,elotuzumab 300 MG Injection [Empliciti]
MULTIPLE_MYELOMA,elotuzumab,rxnorm,1726119,elotuzumab 400 MG Injection [Empliciti]
MULTIPLE_MYELOMA,vorinostat,rxnorm,668606,vorinostat 100 MG Oral Capsule [Zolinza]
MULTIPLE_MYELOMA,prednisolone,rxnorm,1743722,methylprednisolone 500 MG Injection [Solu-Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,1743729,methylprednisolone 1000 MG Injection [Solu-Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,207136,methylprednisolone 2 MG Oral Tablet [Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,207137,methylprednisolone 8 MG Oral Tablet [Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,207191,methylprednisolone 40 MG Injection [Solu-Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,207191,methylprednisolone 40 MG Injection [Solu-Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,207191,methylprednisolone 40 MG Injection [Solu-Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,1743707,methylprednisolone 125 MG Injection [Solu-Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,1743707,methylprednisolone 125 MG Injection [Solu-Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,1743707,methylprednisolone 125 MG Injection [Solu-Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,260330,methylprednisolone 4 MG Oral Tablet [Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,834023,{21 (methylprednisolone 4 MG Oral Tablet [Medrol]) } Pack [Medrol Dosepak]
MULTIPLE_MYELOMA,prednisolone,rxnorm,207138,methylprednisolone 16 MG Oral Tablet [Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,207141,methylprednisolone 32 MG Oral Tablet [Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,1358512,methylprednisolone acetate 20 MG/ML Injectable Suspension [Depo-Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,1358612,methylprednisolone acetate 40 MG/ML Injectable Suspension [Depo-Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,1358612,methylprednisolone acetate 40 MG/ML Injectable Suspension [Depo-Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,1358612,methylprednisolone acetate 40 MG/ML Injectable Suspension [Depo-Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,1358612,methylprednisolone acetate 40 MG/ML Injectable Suspension [Depo-Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,1358619,methylprednisolone acetate 80 MG/ML Injectable Suspension [Depo-Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,1358619,methylprednisolone acetate 80 MG/ML Injectable Suspension [Depo-Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,207193,methylprednisolone 62.5 MG/ML Injectable Solution [Solu-Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,207193,methylprednisolone 62.5 MG/ML Injectable Solution [Solu-Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,207193,methylprednisolone 62.5 MG/ML Injectable Solution [Solu-Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,1357888,methylprednisolone 2000 MG Injection [Solu-Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,1743781,1 ML methylprednisolone acetate 40 MG/ML Injection [Depo-Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,1743781,1 ML methylprednisolone acetate 40 MG/ML Injection [Depo-Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,1743781,1 ML methylprednisolone acetate 40 MG/ML Injection [Depo-Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,1743781,1 ML methylprednisolone acetate 40 MG/ML Injection [Depo-Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,1743856,1 ML methylprednisolone acetate 80 MG/ML Injection [Depo-Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,1743856,1 ML methylprednisolone acetate 80 MG/ML Injection [Depo-Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,1743856,1 ML methylprednisolone acetate 80 MG/ML Injection [Depo-Medrol]
MULTIPLE_MYELOMA,prednisolone,rxnorm,1743856,1 ML methylprednisolone acetate 80 MG/ML Injection [Depo-Medrol]
MULTIPLE_MYELOMA,dexamethasone,rxnorm,854181,dexamethasone 0.7 MG Drug Implant [Ozurdex]
MULTIPLE_MYELOMA,dexamethasone,rxnorm,854181,dexamethasone 0.7 MG Drug Implant [Ozurdex]
MULTIPLE_MYELOMA,prednisone,rxnorm,198145,prednisone 10 MG Oral Tablet
MULTIPLE_MYELOMA,prednisone,rxnorm,198145,prednisone 10 MG Oral Tablet
MULTIPLE_MYELOMA,prednisone,rxnorm,198145,prednisone 10 MG Oral Tablet
MULTIPLE_MYELOMA,prednisone,rxnorm,312615,prednisone 20 MG Oral Tablet
MULTIPLE_MYELOMA,prednisone,rxnorm,312615,prednisone 20 MG Oral Tablet
MULTIPLE_MYELOMA,prednisone,rxnorm,312615,prednisone 20 MG Oral Tablet
MULTIPLE_MYELOMA,prednisone,rxnorm,198148,prednisone 50 MG Oral Tablet
MULTIPLE_MYELOMA,prednisone,rxnorm,198148,prednisone 50 MG Oral Tablet
MULTIPLE_MYELOMA,cyclophosphamide,rxnorm,1437968,cyclophosphamide 25 MG Oral Capsule
MULTIPLE_MYELOMA,cyclophosphamide,rxnorm,1437969,cyclophosphamide 50 MG Oral Capsule
MULTIPLE_MYELOMA,dexamethasone,rxnorm,309684,dexamethasone 1 MG/ML Oral Solution
MULTIPLE_MYELOMA,dexamethasone,rxnorm,309686,dexamethasone 0.1 MG/ML Oral Solution
MULTIPLE_MYELOMA,dexamethasone,rxnorm,309686,dexamethasone 0.1 MG/ML Oral Solution
MULTIPLE_MYELOMA,prednisone,rxnorm,205301,prednisone 5 MG/ML Oral Solution
MULTIPLE_MYELOMA,prednisone,rxnorm,315187,prednisone 1 MG/ML Oral Solution
MULTIPLE_MYELOMA,prednisone,rxnorm,315187,prednisone 1 MG/ML Oral Solution
MULTIPLE_MYELOMA,dexamethasone,rxnorm,197577,dexamethasone 0.5 MG Oral Tablet
MULTIPLE_MYELOMA,dexamethasone,rxnorm,343033,dexamethasone 0.75 MG Oral Tablet
MULTIPLE_MYELOMA,dexamethasone,rxnorm,197579,dexamethasone 1 MG Oral Tablet
MULTIPLE_MYELOMA,dexamethasone,rxnorm,197580,dexamethasone 1.5 MG Oral Tablet
MULTIPLE_MYELOMA,dexamethasone,rxnorm,197580,dexamethasone 1.5 MG Oral Tablet
MULTIPLE_MYELOMA,dexamethasone,rxnorm,197581,dexamethasone 2 MG Oral Tablet
MULTIPLE_MYELOMA,dexamethasone,rxnorm,197582,dexamethasone 4 MG Oral Tablet
MULTIPLE_MYELOMA,dexamethasone,rxnorm,197583,dexamethasone 6 MG Oral Tablet
MULTIPLE_MYELOMA,prednisone,rxnorm,312617,prednisone 5 MG Oral Tablet
MULTIPLE_MYELOMA,prednisone,rxnorm,312617,prednisone 5 MG Oral Tablet
MULTIPLE_MYELOMA,prednisone,rxnorm,198144,prednisone 1 MG Oral Tablet
MULTIPLE_MYELOMA,prednisone,rxnorm,198144,prednisone 1 MG Oral Tablet
MULTIPLE_MYELOMA,prednisone,rxnorm,198146,prednisone 2.5 MG Oral Tablet
MULTIPLE_MYELOMA,dexamethasone,rxnorm,197579,dexamethasone 1 MG Oral Tablet
MULTIPLE_MYELOMA,dexamethasone,rxnorm,197582,dexamethasone 4 MG Oral Tablet
MULTIPLE_MYELOMA,dexamethasone,rxnorm,197581,dexamethasone 2 MG Oral Tablet
MULTIPLE_MYELOMA,dexamethasone,rxnorm,197577,dexamethasone 0.5 MG Oral Tablet
MULTIPLE_MYELOMA,dexamethasone,rxnorm,343033,dexamethasone 0.75 MG Oral Tablet
MULTIPLE_MYELOMA,dexamethasone,rxnorm,197580,dexamethasone 1.5 MG Oral Tablet
MULTIPLE_MYELOMA,dexamethasone,rxnorm,197583,dexamethasone 6 MG Oral Tablet
MULTIPLE_MYELOMA,prednisone,rxnorm,312617,prednisone 5 MG Oral Tablet
MULTIPLE_MYELOMA,prednisone,rxnorm,198144,prednisone 1 MG Oral Tablet
MULTIPLE_MYELOMA,prednisone,rxnorm,198146,prednisone 2.5 MG Oral Tablet
MULTIPLE_MYELOMA,prednisone,rxnorm,198145,prednisone 10 MG Oral Tablet
MULTIPLE_MYELOMA,prednisone,rxnorm,198145,prednisone 10 MG Oral Tablet
MULTIPLE_MYELOMA,prednisone,rxnorm,312615,prednisone 20 MG Oral Tablet
MULTIPLE_MYELOMA,prednisone,rxnorm,312615,prednisone 20 MG Oral Tablet
MULTIPLE_MYELOMA,prednisone,rxnorm,312617,prednisone 5 MG Oral Tablet
MULTIPLE_MYELOMA,prednisone,rxnorm,312617,prednisone 5 MG Oral Tablet
MULTIPLE_MYELOMA,dexamethasone,rxnorm,208601,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment [Maxitrol]
MULTIPLE_MYELOMA,dexamethasone,rxnorm,208813,dexamethasone 1 MG/ML / tobramycin 3 MG/ML Ophthalmic Suspension [Tobradex]
MULTIPLE_MYELOMA,dexamethasone,rxnorm,208813,dexamethasone 1 MG/ML / tobramycin 3 MG/ML Ophthalmic Suspension [Tobradex]
MULTIPLE_MYELOMA,dexamethasone,rxnorm,208813,dexamethasone 1 MG/ML / tobramycin 3 MG/ML Ophthalmic Suspension [Tobradex]
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1790097,5 ML doxorubicin hydrochloride 2 MG/ML Injection
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1790099,10 ML doxorubicin hydrochloride 2 MG/ML Injection
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1790100,25 ML doxorubicin hydrochloride 2 MG/ML Injection
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1191138,doxorubicin hydrochloride 2 MG/ML Injectable Solution
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1191138,doxorubicin hydrochloride 2 MG/ML Injectable Solution
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1790097,5 ML doxorubicin hydrochloride 2 MG/ML Injection
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1790099,10 ML doxorubicin hydrochloride 2 MG/ML Injection
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1790100,25 ML doxorubicin hydrochloride 2 MG/ML Injection
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1191138,doxorubicin hydrochloride 2 MG/ML Injectable Solution
MULTIPLE_MYELOMA,dexamethasone,rxnorm,208601,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment [Maxitrol]
MULTIPLE_MYELOMA,dexamethasone,rxnorm,208591,dexamethasone 1 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML Ophthalmic Suspension [Maxitrol]
MULTIPLE_MYELOMA,dexamethasone,rxnorm,404630,ciprofloxacin 3 MG/ML / dexamethasone 1 MG/ML Otic Suspension [Ciprodex]
MULTIPLE_MYELOMA,dexamethasone,rxnorm,208821,dexamethasone 0.001 MG/MG / tobramycin 0.003 MG/MG Ophthalmic Ointment [Tobradex]
MULTIPLE_MYELOMA,dexamethasone,rxnorm,205669,dexamethasone 1 MG/ML Ophthalmic Suspension [Maxidex]
MULTIPLE_MYELOMA,dexamethasone,rxnorm,208813,dexamethasone 1 MG/ML / tobramycin 3 MG/ML Ophthalmic Suspension [Tobradex]
MULTIPLE_MYELOMA,dexamethasone,rxnorm,208813,dexamethasone 1 MG/ML / tobramycin 3 MG/ML Ophthalmic Suspension [Tobradex]
MULTIPLE_MYELOMA,dexamethasone,rxnorm,208813,dexamethasone 1 MG/ML / tobramycin 3 MG/ML Ophthalmic Suspension [Tobradex]
MULTIPLE_MYELOMA,prednisolone,rxnorm,283077,prednisolone 3 MG/ML Oral Solution
MULTIPLE_MYELOMA,prednisolone,rxnorm,794979,prednisolone 2 MG/ML Oral Solution
MULTIPLE_MYELOMA,prednisolone,rxnorm,702306,prednisolone 4 MG/ML Oral Solution
MULTIPLE_MYELOMA,prednisolone,rxnorm,312614,prednisolone 1 MG/ML Oral Solution
MULTIPLE_MYELOMA,dexamethasone,rxnorm,309686,dexamethasone 0.1 MG/ML Oral Solution
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1790097,5 ML doxorubicin hydrochloride 2 MG/ML Injection
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1790099,10 ML doxorubicin hydrochloride 2 MG/ML Injection
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1790100,25 ML doxorubicin hydrochloride 2 MG/ML Injection
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1191138,doxorubicin hydrochloride 2 MG/ML Injectable Solution
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1790097,5 ML doxorubicin hydrochloride 2 MG/ML Injection
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1790099,10 ML doxorubicin hydrochloride 2 MG/ML Injection
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1790100,25 ML doxorubicin hydrochloride 2 MG/ML Injection
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1191138,doxorubicin hydrochloride 2 MG/ML Injectable Solution
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1790103,doxorubicin hydrochloride 10 MG Injection
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1790095,doxorubicin hydrochloride 50 MG Injection
MULTIPLE_MYELOMA,bortezomib,rxnorm,402243,bortezomib 3.5 MG Injection
MULTIPLE_MYELOMA,doxorubicin,rxnorm,2001102,doxorubicin hydrochloride 10 MG Injection [Adriamycin]
MULTIPLE_MYELOMA,doxorubicin,rxnorm,2001100,doxorubicin hydrochloride 50 MG Injection [Adriamycin]
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1799305,5 ML doxorubicin hydrochloride 2 MG/ML Injection [Adriamycin]
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1799308,10 ML doxorubicin hydrochloride 2 MG/ML Injection [Adriamycin]
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1799307,25 ML doxorubicin hydrochloride 2 MG/ML Injection [Adriamycin]
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1799310,doxorubicin hydrochloride 2 MG/ML Injectable Solution [Adriamycin]
MULTIPLE_MYELOMA,etoposide,rxnorm,310248,etoposide 20 MG/ML Injectable Solution
MULTIPLE_MYELOMA,etoposide,rxnorm,310248,etoposide 20 MG/ML Injectable Solution
MULTIPLE_MYELOMA,etoposide,rxnorm,310248,etoposide 20 MG/ML Injectable Solution
MULTIPLE_MYELOMA,etoposide,rxnorm,310248,etoposide 20 MG/ML Injectable Solution
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1799310,doxorubicin hydrochloride 2 MG/ML Injectable Solution [Adriamycin]
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1799307,25 ML doxorubicin hydrochloride 2 MG/ML Injection [Adriamycin]
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1799308,10 ML doxorubicin hydrochloride 2 MG/ML Injection [Adriamycin]
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1799308,10 ML doxorubicin hydrochloride 2 MG/ML Injection [Adriamycin]
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1799305,5 ML doxorubicin hydrochloride 2 MG/ML Injection [Adriamycin]
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1799305,5 ML doxorubicin hydrochloride 2 MG/ML Injection [Adriamycin]
MULTIPLE_MYELOMA,prednisolone,rxnorm,311659,methylprednisolone 40 MG Injection
MULTIPLE_MYELOMA,prednisolone,rxnorm,1743704,methylprednisolone 125 MG Injection
MULTIPLE_MYELOMA,prednisolone,rxnorm,314099,methylprednisolone 62.5 MG/ML Injectable Solution
MULTIPLE_MYELOMA,prednisolone,rxnorm,314099,methylprednisolone 62.5 MG/ML Injectable Solution
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1790131,10 ML doxorubicin hydrochloride liposome 2 MG/ML Injection [Doxil]
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1790128,25 ML doxorubicin hydrochloride liposome 2 MG/ML Injection [Doxil]
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1790115,10 ML doxorubicin hydrochloride liposome 2 MG/ML Injection
MULTIPLE_MYELOMA,doxorubicin,rxnorm,1790127,25 ML doxorubicin hydrochloride liposome 2 MG/ML Injection
MULTIPLE_MYELOMA,prednisone,rxnorm,312617,prednisone 5 MG Oral Tablet
MULTIPLE_MYELOMA,prednisone,rxnorm,312617,prednisone 5 MG Oral Tablet
MULTIPLE_MYELOMA,prednisone,rxnorm,198145,prednisone 10 MG Oral Tablet
MULTIPLE_MYELOMA,prednisone,rxnorm,198145,prednisone 10 MG Oral Tablet
MULTIPLE_MYELOMA,prednisone,rxnorm,312615,prednisone 20 MG Oral Tablet
MULTIPLE_MYELOMA,prednisone,rxnorm,312615,prednisone 20 MG Oral Tablet
MULTIPLE_MYELOMA,prednisone,rxnorm,312615,prednisone 20 MG Oral Tablet
MULTIPLE_MYELOMA,lenalidomide,rxnorm,1242231,lenalidomide 2.5 MG Oral Capsule
MULTIPLE_MYELOMA,lenalidomide,rxnorm,1242231,lenalidomide 2.5 MG Oral Capsule
MULTIPLE_MYELOMA,lenalidomide,rxnorm,602912,lenalidomide 5 MG Oral Capsule
MULTIPLE_MYELOMA,lenalidomide,rxnorm,602912,lenalidomide 5 MG Oral Capsule
MULTIPLE_MYELOMA,lenalidomide,rxnorm,602910,lenalidomide 10 MG Oral Capsule
MULTIPLE_MYELOMA,lenalidomide,rxnorm,602910,lenalidomide 10 MG Oral Capsule
